County,County Code,Year,source,State,Deaths caused by All other drug-induced causes,Deaths caused by Drug poisonings (overdose) Homicide (X85),Deaths caused by Drug poisonings (overdose) Suicide (X60-X64),Deaths caused by Drug poisonings (overdose) Undetermined (Y10-Y14),Deaths caused by Drug poisonings (overdose) Unintentional (X40-X44)
Franklin County,18047.0,2007.0,"Underlying Cause of Death, 2007.txt",IN,,,,,
Franklin County,18047.0,2008.0,"Underlying Cause of Death, 2008.txt",IN,,,,,
Franklin County,18047.0,2009.0,"Underlying Cause of Death, 2009.txt",IN,,,,,
Franklin County,18047.0,2010.0,"Underlying Cause of Death, 2010.txt",IN,,,,,
Franklin County,18047.0,2011.0,"Underlying Cause of Death, 2011.txt",IN,,,,,
Franklin County,18047.0,2012.0,"Underlying Cause of Death, 2012.txt",IN,,,,,
Franklin County,18047.0,2013.0,"Underlying Cause of Death, 2013.txt",IN,,,,,
Franklin County,18047.0,2014.0,"Underlying Cause of Death, 2014.txt",IN,,,,,
Franklin County,18047.0,2015.0,"Underlying Cause of Death, 2015.txt",IN,,,,,
Franklin County,19069.0,2003.0,"Underlying Cause of Death, 2003.txt",IA,,,,,
Franklin County,19069.0,2004.0,"Underlying Cause of Death, 2004.txt",IA,,,,,
Franklin County,19069.0,2005.0,"Underlying Cause of Death, 2005.txt",IA,,,,,
Franklin County,19069.0,2006.0,"Underlying Cause of Death, 2006.txt",IA,,,,,
Franklin County,19069.0,2007.0,"Underlying Cause of Death, 2007.txt",IA,,,,,
Franklin County,19069.0,2008.0,"Underlying Cause of Death, 2008.txt",IA,,,,,
Franklin County,19069.0,2009.0,"Underlying Cause of Death, 2009.txt",IA,,,,,
Franklin County,19069.0,2010.0,"Underlying Cause of Death, 2010.txt",IA,,,,,
Franklin County,19069.0,2011.0,"Underlying Cause of Death, 2011.txt",IA,,,,,
Franklin County,19069.0,2012.0,"Underlying Cause of Death, 2012.txt",IA,,,,,
Franklin County,19069.0,2013.0,"Underlying Cause of Death, 2013.txt",IA,,,,,
Franklin County,19069.0,2014.0,"Underlying Cause of Death, 2014.txt",IA,,,,,
Franklin County,19069.0,2015.0,"Underlying Cause of Death, 2015.txt",IA,,,,,
Franklin County,20059.0,2003.0,"Underlying Cause of Death, 2003.txt",KS,,,,,
Franklin County,20059.0,2004.0,"Underlying Cause of Death, 2004.txt",KS,,,,,
Franklin County,20059.0,2005.0,"Underlying Cause of Death, 2005.txt",KS,,,,,
Franklin County,20059.0,2006.0,"Underlying Cause of Death, 2006.txt",KS,,,,,
Franklin County,20059.0,2007.0,"Underlying Cause of Death, 2007.txt",KS,,,,,
Franklin County,20059.0,2008.0,"Underlying Cause of Death, 2008.txt",KS,,,,,
Franklin County,20059.0,2009.0,"Underlying Cause of Death, 2009.txt",KS,,,,,
Franklin County,20059.0,2010.0,"Underlying Cause of Death, 2010.txt",KS,,,,,
Franklin County,20059.0,2011.0,"Underlying Cause of Death, 2011.txt",KS,,,,,
Franklin County,20059.0,2012.0,"Underlying Cause of Death, 2012.txt",KS,,,,,
Franklin County,20059.0,2013.0,"Underlying Cause of Death, 2013.txt",KS,,,,,
Franklin County,20059.0,2014.0,"Underlying Cause of Death, 2014.txt",KS,,,,,
Franklin County,20059.0,2015.0,"Underlying Cause of Death, 2015.txt",KS,,,,,
Franklin County,21073.0,2003.0,"Underlying Cause of Death, 2003.txt",KY,,,,,
Franklin County,21073.0,2004.0,"Underlying Cause of Death, 2004.txt",KY,,,,,
Franklin County,21073.0,2005.0,"Underlying Cause of Death, 2005.txt",KY,,,,,
Franklin County,21073.0,2006.0,"Underlying Cause of Death, 2006.txt",KY,,,,,
Franklin County,21073.0,2007.0,"Underlying Cause of Death, 2007.txt",KY,,,,,
Franklin County,21073.0,2008.0,"Underlying Cause of Death, 2008.txt",KY,,,,,
Franklin County,21073.0,2009.0,"Underlying Cause of Death, 2009.txt",KY,,,,,
Franklin County,21073.0,2010.0,"Underlying Cause of Death, 2010.txt",KY,,,,,
Franklin County,21073.0,2011.0,"Underlying Cause of Death, 2011.txt",KY,,,,,
Franklin County,21073.0,2012.0,"Underlying Cause of Death, 2012.txt",KY,,,,,
Franklin County,21073.0,2013.0,"Underlying Cause of Death, 2013.txt",KY,,,,,13.0
Franklin County,21073.0,2014.0,"Underlying Cause of Death, 2014.txt",KY,,,,,10.0
Franklin County,21073.0,2015.0,"Underlying Cause of Death, 2015.txt",KY,,,,,11
Franklin County,23007.0,2003.0,"Underlying Cause of Death, 2003.txt",ME,,,,,
Franklin County,23007.0,2004.0,"Underlying Cause of Death, 2004.txt",ME,,,,,
Franklin County,23007.0,2005.0,"Underlying Cause of Death, 2005.txt",ME,,,,,
Franklin County,23007.0,2006.0,"Underlying Cause of Death, 2006.txt",ME,,,,,
Franklin County,23007.0,2007.0,"Underlying Cause of Death, 2007.txt",ME,,,,,
Franklin County,23007.0,2008.0,"Underlying Cause of Death, 2008.txt",ME,,,,,
Franklin County,23007.0,2009.0,"Underlying Cause of Death, 2009.txt",ME,,,,,
Franklin County,23007.0,2010.0,"Underlying Cause of Death, 2010.txt",ME,,,,,
Franklin County,23007.0,2011.0,"Underlying Cause of Death, 2011.txt",ME,,,,,
Franklin County,23007.0,2012.0,"Underlying Cause of Death, 2012.txt",ME,,,,,
Franklin County,23007.0,2013.0,"Underlying Cause of Death, 2013.txt",ME,,,,,
Franklin County,23007.0,2014.0,"Underlying Cause of Death, 2014.txt",ME,,,,,
Franklin County,23007.0,2015.0,"Underlying Cause of Death, 2015.txt",ME,,,,,
Franklin County,25011.0,2003.0,"Underlying Cause of Death, 2003.txt",MA,,,,,
Franklin County,25011.0,2004.0,"Underlying Cause of Death, 2004.txt",MA,,,,,
Franklin County,25011.0,2005.0,"Underlying Cause of Death, 2005.txt",MA,,,,,
Franklin County,25011.0,2006.0,"Underlying Cause of Death, 2006.txt",MA,,,,,
Franklin County,25011.0,2007.0,"Underlying Cause of Death, 2007.txt",MA,,,,,
Franklin County,25011.0,2008.0,"Underlying Cause of Death, 2008.txt",MA,,,,,
Franklin County,25011.0,2009.0,"Underlying Cause of Death, 2009.txt",MA,,,,,
Franklin County,25011.0,2010.0,"Underlying Cause of Death, 2010.txt",MA,,,,,
Franklin County,25011.0,2011.0,"Underlying Cause of Death, 2011.txt",MA,,,,,
Franklin County,25011.0,2012.0,"Underlying Cause of Death, 2012.txt",MA,,,,,
Franklin County,25011.0,2013.0,"Underlying Cause of Death, 2013.txt",MA,,,,,10.0
Franklin County,25011.0,2014.0,"Underlying Cause of Death, 2014.txt",MA,,,,,10.0
Franklin County,25011.0,2015.0,"Underlying Cause of Death, 2015.txt",MA,,,,,17
Franklin County,28037.0,2003.0,"Underlying Cause of Death, 2003.txt",MS,,,,,
Franklin County,28037.0,2004.0,"Underlying Cause of Death, 2004.txt",MS,,,,,
Franklin County,28037.0,2005.0,"Underlying Cause of Death, 2005.txt",MS,,,,,
Franklin County,28037.0,2006.0,"Underlying Cause of Death, 2006.txt",MS,,,,,
Franklin County,28037.0,2007.0,"Underlying Cause of Death, 2007.txt",MS,,,,,
Franklin County,28037.0,2008.0,"Underlying Cause of Death, 2008.txt",MS,,,,,
Franklin County,28037.0,2009.0,"Underlying Cause of Death, 2009.txt",MS,,,,,
Franklin County,28037.0,2010.0,"Underlying Cause of Death, 2010.txt",MS,,,,,
Franklin County,28037.0,2011.0,"Underlying Cause of Death, 2011.txt",MS,,,,,
Franklin County,28037.0,2012.0,"Underlying Cause of Death, 2012.txt",MS,,,,,
Franklin County,28037.0,2013.0,"Underlying Cause of Death, 2013.txt",MS,,,,,
Franklin County,28037.0,2014.0,"Underlying Cause of Death, 2014.txt",MS,,,,,
Franklin County,28037.0,2015.0,"Underlying Cause of Death, 2015.txt",MS,,,,,
Franklin County,29071.0,2003.0,"Underlying Cause of Death, 2003.txt",MO,,,,,
Franklin County,29071.0,2004.0,"Underlying Cause of Death, 2004.txt",MO,,,,,
Franklin County,29071.0,2005.0,"Underlying Cause of Death, 2005.txt",MO,,,,,
Franklin County,29071.0,2006.0,"Underlying Cause of Death, 2006.txt",MO,,,,,
Franklin County,29071.0,2007.0,"Underlying Cause of Death, 2007.txt",MO,,,,,13.0
Franklin County,29071.0,2008.0,"Underlying Cause of Death, 2008.txt",MO,,,,,17.0
Franklin County,29071.0,2009.0,"Underlying Cause of Death, 2009.txt",MO,,,,,11.0
Franklin County,29071.0,2010.0,"Underlying Cause of Death, 2010.txt",MO,,,,,16.0
Franklin County,29071.0,2011.0,"Underlying Cause of Death, 2011.txt",MO,,,,,20.0
Franklin County,29071.0,2012.0,"Underlying Cause of Death, 2012.txt",MO,,,,,12.0
Franklin County,29071.0,2013.0,"Underlying Cause of Death, 2013.txt",MO,,,,,16.0
Franklin County,29071.0,2014.0,"Underlying Cause of Death, 2014.txt",MO,,,,,21.0
Franklin County,29071.0,2015.0,"Underlying Cause of Death, 2015.txt",MO,,,,,21
Franklin County,31061.0,2003.0,"Underlying Cause of Death, 2003.txt",NE,,,,,
Franklin County,31061.0,2004.0,"Underlying Cause of Death, 2004.txt",NE,,,,,
Franklin County,31061.0,2005.0,"Underlying Cause of Death, 2005.txt",NE,,,,,
Franklin County,31061.0,2006.0,"Underlying Cause of Death, 2006.txt",NE,,,,,
Franklin County,31061.0,2007.0,"Underlying Cause of Death, 2007.txt",NE,,,,,
Franklin County,31061.0,2008.0,"Underlying Cause of Death, 2008.txt",NE,,,,,
Franklin County,31061.0,2009.0,"Underlying Cause of Death, 2009.txt",NE,,,,,
Franklin County,31061.0,2010.0,"Underlying Cause of Death, 2010.txt",NE,,,,,
Franklin County,31061.0,2011.0,"Underlying Cause of Death, 2011.txt",NE,,,,,
Franklin County,31061.0,2012.0,"Underlying Cause of Death, 2012.txt",NE,,,,,
Franklin County,31061.0,2013.0,"Underlying Cause of Death, 2013.txt",NE,,,,,
Franklin County,31061.0,2014.0,"Underlying Cause of Death, 2014.txt",NE,,,,,
Franklin County,31061.0,2015.0,"Underlying Cause of Death, 2015.txt",NE,,,,,
Franklin County,36033.0,2003.0,"Underlying Cause of Death, 2003.txt",NY,,,,,
Franklin County,36033.0,2004.0,"Underlying Cause of Death, 2004.txt",NY,,,,,
Franklin County,36033.0,2005.0,"Underlying Cause of Death, 2005.txt",NY,,,,,
Franklin County,36033.0,2006.0,"Underlying Cause of Death, 2006.txt",NY,,,,,
Franklin County,36033.0,2007.0,"Underlying Cause of Death, 2007.txt",NY,,,,,
Franklin County,36033.0,2008.0,"Underlying Cause of Death, 2008.txt",NY,,,,,
Franklin County,36033.0,2009.0,"Underlying Cause of Death, 2009.txt",NY,,,,,
Franklin County,36033.0,2010.0,"Underlying Cause of Death, 2010.txt",NY,,,,,
Franklin County,36033.0,2011.0,"Underlying Cause of Death, 2011.txt",NY,,,,,
Franklin County,36033.0,2012.0,"Underlying Cause of Death, 2012.txt",NY,,,,,
Franklin County,36033.0,2013.0,"Underlying Cause of Death, 2013.txt",NY,,,,,
Franklin County,36033.0,2014.0,"Underlying Cause of Death, 2014.txt",NY,,,,,
Franklin County,36033.0,2015.0,"Underlying Cause of Death, 2015.txt",NY,,,,,
Franklin County,37069.0,2003.0,"Underlying Cause of Death, 2003.txt",NC,,,,,
Franklin County,37069.0,2004.0,"Underlying Cause of Death, 2004.txt",NC,,,,,
Franklin County,37069.0,2005.0,"Underlying Cause of Death, 2005.txt",NC,,,,,
Franklin County,37069.0,2006.0,"Underlying Cause of Death, 2006.txt",NC,,,,,
Franklin County,37069.0,2007.0,"Underlying Cause of Death, 2007.txt",NC,,,,,
Franklin County,37069.0,2008.0,"Underlying Cause of Death, 2008.txt",NC,,,,,
Franklin County,37069.0,2009.0,"Underlying Cause of Death, 2009.txt",NC,,,,,
Franklin County,37069.0,2010.0,"Underlying Cause of Death, 2010.txt",NC,,,,,
Franklin County,37069.0,2011.0,"Underlying Cause of Death, 2011.txt",NC,,,,,
Franklin County,37069.0,2012.0,"Underlying Cause of Death, 2012.txt",NC,,,,,
Franklin County,37069.0,2013.0,"Underlying Cause of Death, 2013.txt",NC,,,,,
Franklin County,37069.0,2014.0,"Underlying Cause of Death, 2014.txt",NC,,,,,
Franklin County,37069.0,2015.0,"Underlying Cause of Death, 2015.txt",NC,,,,,
Franklin County,39049.0,2003.0,"Underlying Cause of Death, 2003.txt",OH,,,14.0,,60.0
Franklin County,39049.0,2004.0,"Underlying Cause of Death, 2004.txt",OH,21.0,,14.0,,71.0
Franklin County,39049.0,2005.0,"Underlying Cause of Death, 2005.txt",OH,35.0,,19.0,,102.0
Franklin County,39049.0,2006.0,"Underlying Cause of Death, 2006.txt",OH,,,21.0,,158.0
Franklin County,39049.0,2007.0,"Underlying Cause of Death, 2007.txt",OH,,,13.0,,197.0
Franklin County,39049.0,2008.0,"Underlying Cause of Death, 2008.txt",OH,,,13.0,,181.0
Franklin County,39049.0,2009.0,"Underlying Cause of Death, 2009.txt",OH,,,10.0,16.0,105.0
Franklin County,39049.0,2010.0,"Underlying Cause of Death, 2010.txt",OH,,,22.0,21.0,196.0
Franklin County,39049.0,2011.0,"Underlying Cause of Death, 2011.txt",OH,,,19.0,19.0,206.0
Franklin County,39049.0,2012.0,"Underlying Cause of Death, 2012.txt",OH,,,29.0,13.0,190.0
Franklin County,39049.0,2013.0,"Underlying Cause of Death, 2013.txt",OH,10.0,,,11.0,198.0
Franklin County,39049.0,2014.0,"Underlying Cause of Death, 2014.txt",OH,,,25.0,,196.0
Franklin County,39049.0,2015.0,"Underlying Cause of Death, 2015.txt",OH,10,,17,13,282
Franklin County,42055.0,2003.0,"Underlying Cause of Death, 2003.txt",PA,,,,,
Franklin County,42055.0,2004.0,"Underlying Cause of Death, 2004.txt",PA,,,,,
Franklin County,42055.0,2005.0,"Underlying Cause of Death, 2005.txt",PA,,,,,
Franklin County,42055.0,2006.0,"Underlying Cause of Death, 2006.txt",PA,,,,,
Franklin County,42055.0,2007.0,"Underlying Cause of Death, 2007.txt",PA,,,,,11.0
Franklin County,42055.0,2008.0,"Underlying Cause of Death, 2008.txt",PA,,,,,
Franklin County,42055.0,2009.0,"Underlying Cause of Death, 2009.txt",PA,,,,,
Franklin County,42055.0,2010.0,"Underlying Cause of Death, 2010.txt",PA,,,,,10.0
Franklin County,42055.0,2011.0,"Underlying Cause of Death, 2011.txt",PA,,,,,
Franklin County,42055.0,2012.0,"Underlying Cause of Death, 2012.txt",PA,,,,,13.0
Franklin County,42055.0,2013.0,"Underlying Cause of Death, 2013.txt",PA,,,,,10.0
Franklin County,42055.0,2014.0,"Underlying Cause of Death, 2014.txt",PA,,,,,20.0
Franklin County,42055.0,2015.0,"Underlying Cause of Death, 2015.txt",PA,,,,,19
Franklin County,47051.0,2003.0,"Underlying Cause of Death, 2003.txt",TN,,,,,
Franklin County,47051.0,2004.0,"Underlying Cause of Death, 2004.txt",TN,,,,,
Franklin County,47051.0,2005.0,"Underlying Cause of Death, 2005.txt",TN,,,,,
Franklin County,47051.0,2006.0,"Underlying Cause of Death, 2006.txt",TN,,,,,10.0
Franklin County,47051.0,2007.0,"Underlying Cause of Death, 2007.txt",TN,,,,,
Franklin County,47051.0,2008.0,"Underlying Cause of Death, 2008.txt",TN,,,,,
Franklin County,47051.0,2009.0,"Underlying Cause of Death, 2009.txt",TN,,,,,
Franklin County,47051.0,2010.0,"Underlying Cause of Death, 2010.txt",TN,,,,,
Franklin County,47051.0,2011.0,"Underlying Cause of Death, 2011.txt",TN,,,,,
Franklin County,47051.0,2012.0,"Underlying Cause of Death, 2012.txt",TN,,,,,
Franklin County,47051.0,2013.0,"Underlying Cause of Death, 2013.txt",TN,,,,,
Franklin County,47051.0,2014.0,"Underlying Cause of Death, 2014.txt",TN,,,,,11.0
Franklin County,47051.0,2015.0,"Underlying Cause of Death, 2015.txt",TN,,,,,11
Franklin County,48159.0,2003.0,"Underlying Cause of Death, 2003.txt",TX,,,,,
Franklin County,48159.0,2004.0,"Underlying Cause of Death, 2004.txt",TX,,,,,
Franklin County,48159.0,2005.0,"Underlying Cause of Death, 2005.txt",TX,,,,,
Franklin County,48159.0,2006.0,"Underlying Cause of Death, 2006.txt",TX,,,,,
Franklin County,48159.0,2007.0,"Underlying Cause of Death, 2007.txt",TX,,,,,
Franklin County,48159.0,2008.0,"Underlying Cause of Death, 2008.txt",TX,,,,,
Franklin County,48159.0,2009.0,"Underlying Cause of Death, 2009.txt",TX,,,,,
Franklin County,48159.0,2010.0,"Underlying Cause of Death, 2010.txt",TX,,,,,
Franklin County,48159.0,2011.0,"Underlying Cause of Death, 2011.txt",TX,,,,,
Franklin County,48159.0,2012.0,"Underlying Cause of Death, 2012.txt",TX,,,,,
Franklin County,48159.0,2013.0,"Underlying Cause of Death, 2013.txt",TX,,,,,
Franklin County,48159.0,2014.0,"Underlying Cause of Death, 2014.txt",TX,,,,,
Franklin County,48159.0,2015.0,"Underlying Cause of Death, 2015.txt",TX,,,,,
Franklin County,50011.0,2003.0,"Underlying Cause of Death, 2003.txt",VT,,,,,
Franklin County,50011.0,2004.0,"Underlying Cause of Death, 2004.txt",VT,,,,,
Franklin County,50011.0,2005.0,"Underlying Cause of Death, 2005.txt",VT,,,,,
Franklin County,50011.0,2006.0,"Underlying Cause of Death, 2006.txt",VT,,,,,
Franklin County,50011.0,2007.0,"Underlying Cause of Death, 2007.txt",VT,,,,,
Franklin County,50011.0,2008.0,"Underlying Cause of Death, 2008.txt",VT,,,,,
Franklin County,50011.0,2009.0,"Underlying Cause of Death, 2009.txt",VT,,,,,
Franklin County,50011.0,2010.0,"Underlying Cause of Death, 2010.txt",VT,,,,,
Franklin County,50011.0,2011.0,"Underlying Cause of Death, 2011.txt",VT,,,,,
Franklin County,50011.0,2012.0,"Underlying Cause of Death, 2012.txt",VT,,,,,
Franklin County,50011.0,2013.0,"Underlying Cause of Death, 2013.txt",VT,,,,,
Franklin County,50011.0,2014.0,"Underlying Cause of Death, 2014.txt",VT,,,,,
Franklin County,50011.0,2015.0,"Underlying Cause of Death, 2015.txt",VT,,,,,12
Franklin County,51067.0,2003.0,"Underlying Cause of Death, 2003.txt",VA,,,,,
Franklin County,51067.0,2004.0,"Underlying Cause of Death, 2004.txt",VA,,,,,
Franklin County,51067.0,2005.0,"Underlying Cause of Death, 2005.txt",VA,,,,,
Franklin County,51067.0,2006.0,"Underlying Cause of Death, 2006.txt",VA,,,,,
Franklin County,51067.0,2007.0,"Underlying Cause of Death, 2007.txt",VA,,,,,
Franklin County,51067.0,2008.0,"Underlying Cause of Death, 2008.txt",VA,,,,,
Franklin County,51067.0,2009.0,"Underlying Cause of Death, 2009.txt",VA,,,,,
Franklin County,51067.0,2010.0,"Underlying Cause of Death, 2010.txt",VA,,,,,
Franklin County,51067.0,2011.0,"Underlying Cause of Death, 2011.txt",VA,,,,,12.0
Franklin County,51067.0,2012.0,"Underlying Cause of Death, 2012.txt",VA,,,,,11.0
Franklin County,51067.0,2013.0,"Underlying Cause of Death, 2013.txt",VA,,,,,
Franklin County,51067.0,2014.0,"Underlying Cause of Death, 2014.txt",VA,,,,,
Franklin County,51067.0,2015.0,"Underlying Cause of Death, 2015.txt",VA,,,,,
Franklin County,53021.0,2003.0,"Underlying Cause of Death, 2003.txt",WA,,,,,
Franklin County,53021.0,2004.0,"Underlying Cause of Death, 2004.txt",WA,,,,,
Franklin County,53021.0,2005.0,"Underlying Cause of Death, 2005.txt",WA,,,,,
Franklin County,53021.0,2006.0,"Underlying Cause of Death, 2006.txt",WA,,,,,
Franklin County,53021.0,2007.0,"Underlying Cause of Death, 2007.txt",WA,,,,,
Franklin County,53021.0,2008.0,"Underlying Cause of Death, 2008.txt",WA,,,,,
Franklin County,53021.0,2009.0,"Underlying Cause of Death, 2009.txt",WA,,,,,
Franklin County,53021.0,2010.0,"Underlying Cause of Death, 2010.txt",WA,,,,,
Franklin County,53021.0,2011.0,"Underlying Cause of Death, 2011.txt",WA,,,,,
Franklin County,53021.0,2012.0,"Underlying Cause of Death, 2012.txt",WA,,,,,
Franklin County,53021.0,2013.0,"Underlying Cause of Death, 2013.txt",WA,,,,,
Franklin County,53021.0,2014.0,"Underlying Cause of Death, 2014.txt",WA,,,,,
Franklin County,53021.0,2015.0,"Underlying Cause of Death, 2015.txt",WA,,,,,
Franklin Parish,22041.0,2003.0,"Underlying Cause of Death, 2003.txt",LA,,,,,
Franklin Parish,22041.0,2004.0,"Underlying Cause of Death, 2004.txt",LA,,,,,
Franklin Parish,22041.0,2005.0,"Underlying Cause of Death, 2005.txt",LA,,,,,
Franklin Parish,22041.0,2006.0,"Underlying Cause of Death, 2006.txt",LA,,,,,
Franklin Parish,22041.0,2007.0,"Underlying Cause of Death, 2007.txt",LA,,,,,
Franklin Parish,22041.0,2008.0,"Underlying Cause of Death, 2008.txt",LA,,,,,
Franklin Parish,22041.0,2009.0,"Underlying Cause of Death, 2009.txt",LA,,,,,
Franklin Parish,22041.0,2010.0,"Underlying Cause of Death, 2010.txt",LA,,,,,
Franklin Parish,22041.0,2011.0,"Underlying Cause of Death, 2011.txt",LA,,,,,
Franklin Parish,22041.0,2012.0,"Underlying Cause of Death, 2012.txt",LA,,,,,
Franklin Parish,22041.0,2013.0,"Underlying Cause of Death, 2013.txt",LA,,,,,
Franklin Parish,22041.0,2014.0,"Underlying Cause of Death, 2014.txt",LA,,,,,
Franklin Parish,22041.0,2015.0,"Underlying Cause of Death, 2015.txt",LA,,,,,
Franklin city,51620.0,2003.0,"Underlying Cause of Death, 2003.txt",VA,,,,,
Franklin city,51620.0,2004.0,"Underlying Cause of Death, 2004.txt",VA,,,,,
Franklin city,51620.0,2005.0,"Underlying Cause of Death, 2005.txt",VA,,,,,
Franklin city,51620.0,2006.0,"Underlying Cause of Death, 2006.txt",VA,,,,,
Franklin city,51620.0,2007.0,"Underlying Cause of Death, 2007.txt",VA,,,,,
Franklin city,51620.0,2008.0,"Underlying Cause of Death, 2008.txt",VA,,,,,
Franklin city,51620.0,2009.0,"Underlying Cause of Death, 2009.txt",VA,,,,,
Franklin city,51620.0,2010.0,"Underlying Cause of Death, 2010.txt",VA,,,,,
Franklin city,51620.0,2011.0,"Underlying Cause of Death, 2011.txt",VA,,,,,
Franklin city,51620.0,2012.0,"Underlying Cause of Death, 2012.txt",VA,,,,,
Franklin city,51620.0,2013.0,"Underlying Cause of Death, 2013.txt",VA,,,,,
Franklin city,51620.0,2014.0,"Underlying Cause of Death, 2014.txt",VA,,,,,
Franklin city,51620.0,2015.0,"Underlying Cause of Death, 2015.txt",VA,,,,,
Frederick County,24021.0,2003.0,"Underlying Cause of Death, 2003.txt",MD,,,,10.0,
Frederick County,24021.0,2004.0,"Underlying Cause of Death, 2004.txt",MD,,,,11.0,
Frederick County,24021.0,2005.0,"Underlying Cause of Death, 2005.txt",MD,,,,13.0,
Frederick County,24021.0,2006.0,"Underlying Cause of Death, 2006.txt",MD,,,,21.0,
Frederick County,24021.0,2007.0,"Underlying Cause of Death, 2007.txt",MD,,,,16.0,
Frederick County,24021.0,2008.0,"Underlying Cause of Death, 2008.txt",MD,,,,13.0,
Frederick County,24021.0,2009.0,"Underlying Cause of Death, 2009.txt",MD,,,,20.0,
Frederick County,24021.0,2010.0,"Underlying Cause of Death, 2010.txt",MD,,,,10.0,
Frederick County,24021.0,2011.0,"Underlying Cause of Death, 2011.txt",MD,,,,20.0,
Frederick County,24021.0,2012.0,"Underlying Cause of Death, 2012.txt",MD,,,,21.0,
Frederick County,24021.0,2013.0,"Underlying Cause of Death, 2013.txt",MD,,,,25.0,
Frederick County,24021.0,2014.0,"Underlying Cause of Death, 2014.txt",MD,,,,32.0,
Frederick County,24021.0,2015.0,"Underlying Cause of Death, 2015.txt",MD,,,,23,11
Frederick County,51069.0,2003.0,"Underlying Cause of Death, 2003.txt",VA,,,,,
Frederick County,51069.0,2004.0,"Underlying Cause of Death, 2004.txt",VA,,,,,
Frederick County,51069.0,2005.0,"Underlying Cause of Death, 2005.txt",VA,,,,,
Frederick County,51069.0,2006.0,"Underlying Cause of Death, 2006.txt",VA,,,,,
Frederick County,51069.0,2007.0,"Underlying Cause of Death, 2007.txt",VA,,,,,
Frederick County,51069.0,2008.0,"Underlying Cause of Death, 2008.txt",VA,,,,,
Frederick County,51069.0,2009.0,"Underlying Cause of Death, 2009.txt",VA,,,,,
Frederick County,51069.0,2010.0,"Underlying Cause of Death, 2010.txt",VA,,,,,
Frederick County,51069.0,2011.0,"Underlying Cause of Death, 2011.txt",VA,,,,,
Frederick County,51069.0,2012.0,"Underlying Cause of Death, 2012.txt",VA,,,,,
Frederick County,51069.0,2013.0,"Underlying Cause of Death, 2013.txt",VA,,,,,10.0
Frederick County,51069.0,2014.0,"Underlying Cause of Death, 2014.txt",VA,,,,,14.0
Frederick County,51069.0,2015.0,"Underlying Cause of Death, 2015.txt",VA,,,,,14
Fredericksburg city,51630.0,2003.0,"Underlying Cause of Death, 2003.txt",VA,,,,,
Fredericksburg city,51630.0,2004.0,"Underlying Cause of Death, 2004.txt",VA,,,,,
Fredericksburg city,51630.0,2005.0,"Underlying Cause of Death, 2005.txt",VA,,,,,
Fredericksburg city,51630.0,2006.0,"Underlying Cause of Death, 2006.txt",VA,,,,,
Fredericksburg city,51630.0,2007.0,"Underlying Cause of Death, 2007.txt",VA,,,,,
Fredericksburg city,51630.0,2008.0,"Underlying Cause of Death, 2008.txt",VA,,,,,
Fredericksburg city,51630.0,2009.0,"Underlying Cause of Death, 2009.txt",VA,,,,,
Fredericksburg city,51630.0,2010.0,"Underlying Cause of Death, 2010.txt",VA,,,,,
Fredericksburg city,51630.0,2011.0,"Underlying Cause of Death, 2011.txt",VA,,,,,
Fredericksburg city,51630.0,2012.0,"Underlying Cause of Death, 2012.txt",VA,,,,,
Fredericksburg city,51630.0,2013.0,"Underlying Cause of Death, 2013.txt",VA,,,,,
Fredericksburg city,51630.0,2014.0,"Underlying Cause of Death, 2014.txt",VA,,,,,
Fredericksburg city,51630.0,2015.0,"Underlying Cause of Death, 2015.txt",VA,,,,,
Freeborn County,27047.0,2003.0,"Underlying Cause of Death, 2003.txt",MN,,,,,
Freeborn County,27047.0,2004.0,"Underlying Cause of Death, 2004.txt",MN,,,,,
Freeborn County,27047.0,2005.0,"Underlying Cause of Death, 2005.txt",MN,,,,,
Freeborn County,27047.0,2006.0,"Underlying Cause of Death, 2006.txt",MN,,,,,
Freeborn County,27047.0,2007.0,"Underlying Cause of Death, 2007.txt",MN,,,,,
Freeborn County,27047.0,2008.0,"Underlying Cause of Death, 2008.txt",MN,,,,,
Freeborn County,27047.0,2009.0,"Underlying Cause of Death, 2009.txt",MN,,,,,
Freeborn County,27047.0,2010.0,"Underlying Cause of Death, 2010.txt",MN,,,,,
Freeborn County,27047.0,2011.0,"Underlying Cause of Death, 2011.txt",MN,,,,,
Freeborn County,27047.0,2012.0,"Underlying Cause of Death, 2012.txt",MN,,,,,
Freeborn County,27047.0,2013.0,"Underlying Cause of Death, 2013.txt",MN,,,,,
Freeborn County,27047.0,2014.0,"Underlying Cause of Death, 2014.txt",MN,,,,,
Freeborn County,27047.0,2015.0,"Underlying Cause of Death, 2015.txt",MN,,,,,
Freestone County,48161.0,2003.0,"Underlying Cause of Death, 2003.txt",TX,,,,,
Freestone County,48161.0,2004.0,"Underlying Cause of Death, 2004.txt",TX,,,,,
Freestone County,48161.0,2005.0,"Underlying Cause of Death, 2005.txt",TX,,,,,
Freestone County,48161.0,2006.0,"Underlying Cause of Death, 2006.txt",TX,,,,,
Freestone County,48161.0,2007.0,"Underlying Cause of Death, 2007.txt",TX,,,,,
Freestone County,48161.0,2008.0,"Underlying Cause of Death, 2008.txt",TX,,,,,
Freestone County,48161.0,2009.0,"Underlying Cause of Death, 2009.txt",TX,,,,,
