FIPS,Area_Name,Unemployment_rate_2000,Unemployment_rate_2001,Unemployment_rate_2002,Unemployment_rate_2003,Unemployment_rate_2004,Unemployment_rate_2005,Unemployment_rate_2006,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017,Unemployment_rate_2018,Unemployment_rate_2019,Unemployment_rate_2020,Unemployment_rate_2021,Unemployment_rate_2022
13261,"Sumter County, GA",4.100000000000001,5.7,6.5,5.9,6.300000000000001,7.300000000000001,6.600000000000001,7.7,8.3,13.6,13.4,12.4,11.7,11.2,9.5,8.5,7.7,6.800000000000001,6.0,4.9,7.4,5.7,4.100000000000001
13263,"Talbot County, GA",5.4,6.300000000000001,6.0,6.300000000000001,6.600000000000001,7.600000000000001,6.7,7.0,7.100000000000001,9.9,10.2,10.5,9.9,9.200000000000001,7.9,7.9,6.800000000000001,6.2,5.100000000000001,4.600000000000001,6.800000000000001,4.5,3.7
13265,"Taliaferro County, GA",5.100000000000001,9.1,12.0,8.1,6.800000000000001,8.0,7.5,8.6,8.9,15.2,18.2,15.6,14.1,11.9,11.0,8.0,6.9,6.7,5.4,5.300000000000001,7.100000000000001,5.0,4.3
13267,"Tattnall County, GA",5.7,5.100000000000001,5.7,5.300000000000001,5.7,6.800000000000001,5.7,5.2,7.2,9.4,9.200000000000001,8.700000000000001,8.200000000000001,7.9,7.0,6.300000000000001,5.4,5.0,4.2,3.9,4.3,3.2,3.0
13269,"Taylor County, GA",5.300000000000001,6.100000000000001,6.300000000000001,6.4,7.2,8.3,6.800000000000001,6.4,8.1,12.5,14.6,14.3,13.2,11.6,10.3,9.3,7.600000000000001,8.8,6.5,4.3,7.2,6.0,5.0
13271,"Telfair County, GA",7.7,11.7,10.9,9.1,8.1,8.1,8.200000000000001,8.3,11.6,14.6,14.9,13.1,11.6,11.3,9.8,8.8,8.5,7.9,6.7,9.5,9.8,7.100000000000001,5.7
13273,"Terrell County, GA",5.2,6.4,7.800000000000001,5.7,6.300000000000001,7.300000000000001,6.2,6.5,7.100000000000001,10.9,12.4,11.9,10.7,9.700000000000001,8.1,7.600000000000001,6.600000000000001,6.0,6.7,5.2,7.4,6.300000000000001,4.5
13275,"Thomas County, GA",4.2,4.2,4.800000000000001,4.600000000000001,4.800000000000001,4.800000000000001,4.4,4.5,6.300000000000001,9.600000000000001,11.4,10.3,9.600000000000001,9.0,8.8,7.4,6.300000000000001,5.800000000000001,4.7,4.100000000000001,6.2,4.2,3.5
13277,"Tift County, GA",4.100000000000001,4.600000000000001,4.800000000000001,4.7,4.800000000000001,5.5,5.5,5.7,7.7,11.5,12.1,12.0,9.9,8.4,7.300000000000001,6.2,5.5,4.7,4.0,3.4,5.0,3.4,2.8
13279,"Toombs County, GA",6.5,6.5,7.7,6.5,6.300000000000001,6.7,5.600000000000001,5.100000000000001,7.7,10.4,12.4,13.3,11.6,10.9,9.9,8.9,7.9,6.600000000000001,5.800000000000001,5.0,6.5,4.5,3.8
13281,"Towns County, GA",4.3,3.8,4.2,3.9,3.9,4.2,3.7,4.0,6.4,9.1,13.0,12.5,11.2,10.5,9.200000000000001,8.0,6.9,6.600000000000001,5.7,5.0,6.600000000000001,4.0,4.100000000000001
13283,"Treutlen County, GA",7.800000000000001,6.800000000000001,8.0,7.300000000000001,6.7,7.9,6.600000000000001,6.300000000000001,9.200000000000001,12.0,12.2,13.1,13.3,12.2,10.6,8.6,7.800000000000001,6.800000000000001,5.800000000000001,5.300000000000001,6.100000000000001,4.3,3.9
13285,"Troup County, GA",3.6,4.5,5.9,5.800000000000001,6.100000000000001,7.300000000000001,6.300000000000001,6.2,8.8,13.5,11.7,10.9,9.700000000000001,8.6,7.4,6.2,5.2,4.4,3.7,3.3,7.100000000000001,4.4,3.0
13287,"Turner County, GA",5.5,6.300000000000001,7.0,6.800000000000001,5.800000000000001,7.100000000000001,6.2,7.2,8.8,14.7,16.8,14.2,11.5,9.9,8.0,6.9,6.600000000000001,5.7,5.100000000000001,3.9,7.2,6.300000000000001,4.100000000000001
13289,"Twiggs County, GA",4.4,5.5,6.600000000000001,5.600000000000001,5.7,7.300000000000001,6.2,6.100000000000001,7.5,11.6,15.6,15.3,14.7,13.7,11.2,9.3,8.8,7.600000000000001,6.0,5.7,7.4,5.2,4.600000000000001
13291,"Union County, GA",3.9,3.7,4.7,4.5,4.4,4.600000000000001,4.0,3.9,6.300000000000001,9.9,11.2,10.1,8.700000000000001,7.800000000000001,6.600000000000001,5.4,4.800000000000001,4.5,3.7,3.2,4.3,2.7,2.6
13293,"Upson County, GA",5.0,8.700000000000001,9.600000000000001,6.7,6.5,7.2,6.800000000000001,6.9,8.9,13.5,12.4,11.5,10.5,9.8,8.9,7.4,6.5,5.5,4.4,3.7,6.5,4.0,3.2
13295,"Walker County, GA",3.5,4.3,4.7,4.600000000000001,4.600000000000001,5.300000000000001,4.800000000000001,4.800000000000001,7.100000000000001,11.4,10.4,9.700000000000001,8.9,8.0,7.2,6.100000000000001,5.600000000000001,4.600000000000001,3.9,3.7,4.9,3.2,3.0
13297,"Walton County, GA",3.1,3.6,4.600000000000001,4.600000000000001,4.800000000000001,5.100000000000001,4.9,5.0,6.9,10.9,10.8,10.3,9.0,7.7,6.5,5.5,5.0,4.4,3.6,3.2,5.300000000000001,3.2,2.8
13299,"Ware County, GA",5.0,5.4,5.7,5.5,5.7,5.9,5.4,5.300000000000001,7.100000000000001,11.4,11.1,11.2,10.0,9.3,7.9,6.600000000000001,5.5,4.600000000000001,4.0,3.8,5.5,3.7,3.0
13301,"Warren County, GA",5.5,8.4,11.2,10.6,7.5,10.9,8.9,8.1,11.0,18.9,17.4,16.4,14.7,11.9,9.700000000000001,7.9,7.0,5.9,5.0,4.9,6.7,4.7,3.8
13303,"Washington County, GA",4.7,5.2,6.2,6.4,5.9,7.100000000000001,6.300000000000001,6.100000000000001,8.5,14.3,14.7,12.6,10.2,9.600000000000001,8.1,7.100000000000001,6.4,5.9,5.0,4.3,6.300000000000001,5.0,3.9
13305,"Wayne County, GA",4.9,5.2,5.800000000000001,5.600000000000001,6.100000000000001,6.600000000000001,6.100000000000001,5.9,8.3,12.3,12.2,12.0,10.5,9.700000000000001,8.8,7.4,6.9,5.7,4.7,4.100000000000001,5.5,3.8,3.1
13307,"Webster County, GA",3.8,5.100000000000001,5.300000000000001,5.5,7.7,6.9,4.800000000000001,4.9,5.600000000000001,10.5,13.1,11.4,9.8,9.200000000000001,8.6,9.5,8.700000000000001,7.600000000000001,6.300000000000001,5.0,5.600000000000001,4.5,3.7
13309,"Wheeler County, GA",6.2,7.5,7.0,6.600000000000001,6.4,6.800000000000001,6.0,5.600000000000001,7.600000000000001,10.1,15.3,14.7,13.2,12.6,12.4,11.0,9.1,9.0,7.4,7.5,7.2,5.5,5.0
13311,"White County, GA",3.5,3.6,4.4,4.100000000000001,4.3,4.800000000000001,4.100000000000001,3.9,5.9,10.2,10.3,9.8,8.5,7.300000000000001,6.2,5.300000000000001,4.7,3.9,3.1,2.8,4.3,2.6,2.4
13313,"Whitfield County, GA",3.5,4.5,4.7,4.5,4.5,5.100000000000001,4.800000000000001,4.9,8.200000000000001,13.4,12.0,11.7,10.5,9.5,7.9,6.5,6.2,5.5,4.800000000000001,4.600000000000001,7.2,4.0,3.8
13315,"Wilcox County, GA",4.7,5.4,6.4,6.9,6.0,7.2,6.4,6.4,8.9,12.6,12.6,12.7,11.5,11.0,9.200000000000001,8.0,7.300000000000001,5.800000000000001,5.2,4.5,6.0,4.800000000000001,3.7
13317,"Wilkes County, GA",4.600000000000001,8.4,8.4,8.1,7.9,7.300000000000001,6.600000000000001,7.2,9.0,12.5,13.4,13.8,12.0,11.1,9.3,7.4,6.7,5.7,4.7,4.7,6.7,4.600000000000001,4.100000000000001
13319,"Wilkinson County, GA",4.3,4.7,5.9,5.800000000000001,5.5,6.300000000000001,6.2,5.800000000000001,7.4,11.6,14.2,12.8,11.3,10.3,8.700000000000001,7.4,6.4,5.7,4.5,3.9,5.300000000000001,4.2,3.3
13321,"Worth County, GA",4.3,5.100000000000001,5.4,5.300000000000001,5.4,5.9,5.5,5.800000000000001,7.2,10.6,12.3,11.4,10.0,9.200000000000001,7.9,6.600000000000001,5.9,4.9,4.5,4.0,5.4,4.0,3.1
15000,Hawaii,4.2,4.3,4.0,3.9,3.3,2.8,2.5,2.7,4.0,6.7,6.800000000000001,6.800000000000001,5.9,4.800000000000001,4.2,3.4,2.9,2.2,2.4,2.5,11.7,6.0,3.5
15001,"Hawaii County, HI",5.0,5.100000000000001,4.600000000000001,4.7,3.9,3.4,3.0,3.5,5.600000000000001,9.5,9.600000000000001,9.8,8.1,6.4,5.300000000000001,4.2,3.5,2.6,2.9,3.2,11.4,5.800000000000001,3.6
15003,"Honolulu County/city, HI",4.100000000000001,4.2,3.9,3.8,3.2,2.7,2.5,2.6,3.6,5.600000000000001,5.9,5.9,5.300000000000001,4.3,4.0,3.2,2.7,2.1,2.3,2.4,10.3,5.600000000000001,3.5
15007,"Kauai County, HI",4.800000000000001,5.100000000000001,4.4,4.0,3.4,2.8,2.5,2.7,4.5,9.1,8.5,8.6,7.100000000000001,5.4,4.600000000000001,3.8,3.1,2.2,2.4,2.5,16.2,8.1,3.6
15009,"Maui County, HI",3.9,4.100000000000001,3.9,3.8,3.1,2.7,2.4,2.9,4.5,8.5,8.3,7.9,6.300000000000001,5.0,4.3,3.5,3.0,2.3,2.3,2.4,17.8,7.7,3.5
16000,Idaho,4.7,5.100000000000001,5.600000000000001,5.600000000000001,4.9,4.0,3.4,3.1,5.0,8.700000000000001,8.8,8.200000000000001,7.4,6.800000000000001,4.4,3.9,3.7,3.2,2.9,2.9,5.5,3.5,2.7
16001,"Ada County, ID",3.4,3.9,4.800000000000001,4.800000000000001,4.0,3.3,2.7,2.7,4.800000000000001,8.9,8.1,7.2,6.300000000000001,5.800000000000001,3.8,3.4,3.2,2.8,2.5,2.5,5.5,3.2,2.3
16003,"Adams County, ID",10.0,11.3,12.2,12.3,11.8,7.9,6.7,5.7,10.4,16.4,18.0,17.5,15.2,15.0,9.200000000000001,7.100000000000001,6.7,5.7,5.4,6.600000000000001,9.5,6.4,5.300000000000001
16005,"Bannock County, ID",4.600000000000001,5.0,6.0,5.300000000000001,4.7,3.8,3.4,3.0,4.600000000000001,7.800000000000001,7.800000000000001,7.4,7.100000000000001,6.5,4.100000000000001,3.7,3.5,3.1,2.8,2.8,5.0,3.5,2.7
16007,"Bear Lake County, ID",4.9,4.7,5.2,5.7,4.800000000000001,4.0,2.9,2.3,3.3,5.9,7.2,6.0,5.7,5.7,4.100000000000001,4.2,4.4,3.2,2.9,2.9,4.3,2.9,2.6
16009,"Benewah County, ID",11.0,10.5,11.4,11.0,8.9,7.600000000000001,7.7,6.100000000000001,9.8,15.0,13.3,13.0,12.4,11.1,7.4,6.100000000000001,5.7,5.600000000000001,4.5,5.2,7.7,5.4,4.2
16011,"Bingham County, ID",4.4,4.7,4.7,4.7,4.4,3.7,3.7,2.6,3.9,6.600000000000001,7.0,7.0,6.5,6.5,4.100000000000001,3.8,3.4,3.0,2.7,2.6,3.9,3.1,2.6
16013,"Blaine County, ID",3.5,3.4,4.100000000000001,4.4,3.6,2.8,2.7,2.3,3.8,8.3,9.4,8.6,7.2,6.4,4.100000000000001,3.3,3.0,2.6,2.4,2.6,7.9,3.5,2.5
16015,"Boise County, ID",4.9,4.100000000000001,5.0,5.5,5.100000000000001,4.5,3.7,3.4,5.9,9.0,10.4,10.1,9.700000000000001,9.0,6.0,5.9,5.100000000000001,4.800000000000001,4.2,4.2,8.1,5.2,3.8
16017,"Bonner County, ID",7.7,7.9,8.200000000000001,7.7,6.100000000000001,5.100000000000001,4.600000000000001,3.9,6.5,11.1,12.7,12.2,10.7,9.700000000000001,6.5,5.5,5.300000000000001,4.5,4.100000000000001,4.100000000000001,7.7,4.7,3.6
16019,"Bonneville County, ID",3.4,3.6,3.8,3.7,3.4,3.0,2.6,2.2,3.5,6.300000000000001,6.7,6.800000000000001,6.5,6.100000000000001,3.8,3.2,3.1,2.7,2.4,2.4,4.100000000000001,2.8,2.3
16021,"Boundary County, ID",7.7,9.4,9.0,9.0,7.100000000000001,7.9,7.5,6.2,8.6,13.6,13.2,11.4,9.700000000000001,8.8,5.5,5.100000000000001,5.0,4.800000000000001,4.4,4.4,6.300000000000001,4.3,3.8
16023,"Butte County, ID",4.3,4.4,4.9,6.4,6.5,4.2,3.2,2.5,4.2,5.7,7.0,7.9,8.4,7.600000000000001,4.9,4.2,4.0,3.0,3.3,2.6,3.7,3.7,3.0
16025,"Camas County, ID",3.7,3.7,3.4,5.300000000000001,4.5,3.9,3.3,2.6,4.4,10.4,12.6,12.2,9.5,7.2,4.9,3.2,3.5,2.8,2.3,2.8,4.9,3.1,2.8
16027,"Canyon County, ID",4.5,5.2,6.300000000000001,6.4,5.600000000000001,4.4,3.9,3.7,6.4,11.2,11.1,10.5,9.4,8.4,5.4,4.600000000000001,4.2,3.6,3.1,3.2,6.0,3.9,2.9
16029,"Caribou County, ID",5.100000000000001,5.4,6.800000000000001,6.800000000000001,6.800000000000001,5.2,4.0,2.9,3.6,6.600000000000001,7.600000000000001,7.300000000000001,6.2,5.9,3.8,3.8,3.5,3.1,2.8,2.6,3.7,3.0,2.8
16031,"Cassia County, ID",4.9,4.800000000000001,5.4,6.100000000000001,5.9,4.5,4.100000000000001,3.2,3.8,5.9,6.9,6.4,5.9,5.800000000000001,3.8,3.1,2.9,2.5,2.2,2.4,3.7,2.7,2.2
16033,"Clark County, ID",5.300000000000001,5.4,6.100000000000001,5.600000000000001,7.2,5.0,3.8,2.3,3.5,6.0,9.1,8.700000000000001,7.7,7.0,4.3,3.5,3.1,3.0,2.9,3.7,3.9,3.2,3.6
16035,"Clearwater County, ID",13.2,14.8,13.7,11.9,10.2,9.200000000000001,8.3,7.5,10.7,14.8,14.3,13.4,12.8,12.5,8.5,7.5,7.100000000000001,7.0,6.800000000000001,6.600000000000001,8.4,6.300000000000001,5.100000000000001
16037,"Custer County, ID",5.600000000000001,6.2,6.7,6.300000000000001,5.9,5.0,4.2,3.4,4.5,6.100000000000001,8.0,7.7,8.3,9.3,6.300000000000001,6.2,4.9,4.3,4.0,4.2,5.100000000000001,4.5,3.2
16039,"Elmore County, ID",5.7,5.7,6.7,6.300000000000001,5.300000000000001,4.5,4.100000000000001,3.9,5.600000000000001,8.5,8.5,8.200000000000001,7.7,7.5,4.7,4.4,4.0,3.7,3.3,3.2,4.9,3.6,2.9
16041,"Franklin County, ID",3.2,3.9,4.600000000000001,4.3,4.0,3.2,2.4,2.2,3.3,5.5,5.100000000000001,5.300000000000001,4.7,4.600000000000001,3.0,2.9,3.0,2.3,2.2,2.3,3.6,2.5,2.2
16043,"Fremont County, ID",4.800000000000001,4.600000000000001,4.7,5.100000000000001,4.5,3.8,3.7,3.3,4.800000000000001,8.9,8.5,7.600000000000001,6.300000000000001,5.9,3.7,3.4,3.3,2.7,2.4,2.3,3.7,2.8,2.5
16045,"Gem County, ID",5.100000000000001,6.9,7.5,6.300000000000001,5.600000000000001,4.7,4.3,3.8,7.0,11.7,11.3,10.7,9.700000000000001,8.700000000000001,5.4,4.9,4.5,4.0,3.5,3.3,6.0,4.0,2.9
16047,"Gooding County, ID",3.8,3.9,4.0,4.2,3.9,3.0,2.8,2.2,3.4,6.2,7.2,6.600000000000001,5.800000000000001,5.5,3.6,3.2,3.0,2.5,2.4,2.6,3.9,2.9,2.4
16049,"Idaho County, ID",8.4,8.700000000000001,8.8,9.0,7.800000000000001,6.600000000000001,6.2,5.100000000000001,7.4,11.1,12.2,12.1,11.2,11.0,6.9,5.800000000000001,5.5,5.0,4.7,4.4,6.800000000000001,4.800000000000001,3.8
16051,"Jefferson County, ID",3.7,3.9,4.100000000000001,3.9,3.8,3.2,3.0,2.5,3.7,7.0,6.800000000000001,6.800000000000001,6.300000000000001,5.7,3.6,3.2,3.0,2.6,2.3,2.3,3.5,2.6,2.2
16053,"Jerome County, ID",4.3,4.2,4.4,4.7,4.5,3.6,3.3,2.8,4.2,7.100000000000001,7.800000000000001,7.4,6.600000000000001,6.0,3.6,3.1,3.1,2.8,2.5,2.6,4.100000000000001,3.0,2.5
16055,"Kootenai County, ID",6.300000000000001,7.100000000000001,7.300000000000001,6.7,5.800000000000001,4.5,3.8,3.3,5.7,10.1,10.7,10.0,9.0,8.1,5.300000000000001,4.7,4.5,3.9,3.5,3.5,7.100000000000001,4.2,3.2
16057,"Latah County, ID",4.2,4.4,4.7,4.7,3.8,3.5,3.0,2.7,4.100000000000001,6.800000000000001,6.4,6.100000000000001,6.0,5.5,3.7,3.2,3.1,2.7,2.5,2.6,4.9,3.3,2.5
16059,"Lemhi County, ID",8.0,7.5,7.7,7.600000000000001,7.0,5.9,5.2,4.600000000000001,6.7,9.0,10.0,10.1,10.1,10.4,7.2,6.5,5.9,5.2,4.5,4.7,6.800000000000001,5.2,3.7
16061,"Lewis County, ID",6.5,7.100000000000001,6.300000000000001,4.4,3.8,3.4,2.7,2.6,3.8,6.100000000000001,6.5,6.100000000000001,5.600000000000001,5.600000000000001,4.100000000000001,5.300000000000001,6.2,5.800000000000001,5.5,5.4,7.9,5.5,3.9
16063,"Lincoln County, ID",4.4,4.100000000000001,5.4,5.7,5.5,4.4,4.5,3.5,5.600000000000001,12.0,13.0,11.8,9.5,8.4,5.300000000000001,4.2,4.3,3.2,3.4,3.5,6.0,4.100000000000001,3.4
16065,"Madison County, ID",3.5,3.2,3.1,3.0,3.0,2.7,2.6,2.2,3.5,6.100000000000001,5.2,5.2,4.7,4.600000000000001,2.9,2.5,2.3,1.9,1.7,1.8,2.8,2.2,1.8
16067,"Minidoka County, ID",5.7,5.7,6.5,7.600000000000001,7.800000000000001,5.7,5.0,3.9,4.5,6.7,7.2,6.800000000000001,6.2,6.2,4.100000000000001,3.4,3.1,2.7,2.5,2.5,3.9,3.0,2.4
16069,"Nez Perce County, ID",5.2,5.4,5.4,5.4,4.800000000000001,4.3,3.5,3.0,4.5,6.800000000000001,6.5,6.2,5.9,5.5,3.7,3.4,3.2,2.9,2.8,2.8,5.0,3.2,2.6
16071,"Oneida County, ID",3.4,3.6,4.2,4.0,3.2,2.5,1.9,1.8,3.4,6.300000000000001,5.800000000000001,5.7,5.100000000000001,4.800000000000001,3.5,3.3,3.5,2.9,2.2,2.2,4.3,2.5,2.5
16073,"Owyhee County, ID",3.9,4.2,4.600000000000001,2.9,2.8,2.4,2.1,1.9,3.1,4.4,4.100000000000001,4.2,4.2,4.3,3.3,4.4,4.4,4.0,3.6,3.4,6.100000000000001,3.9,3.2
16075,"Payette County, ID",6.7,8.0,8.5,8.9,8.200000000000001,6.9,5.0,4.2,5.800000000000001,9.9,9.5,8.9,8.1,7.2,5.100000000000001,4.600000000000001,4.5,4.0,3.6,3.5,5.4,3.9,3.0
16077,"Power County, ID",5.7,5.800000000000001,6.5,7.0,6.2,4.600000000000001,4.800000000000001,4.0,5.2,8.1,9.0,8.6,8.0,7.300000000000001,4.4,4.3,3.9,3.4,2.9,3.0,4.100000000000001,3.6,2.8
16079,"Shoshone County, ID",9.8,12.4,12.5,12.5,9.700000000000001,7.7,7.100000000000001,5.300000000000001,8.200000000000001,14.1,15.5,14.2,13.4,13.4,9.1,7.2,6.9,6.300000000000001,5.800000000000001,5.800000000000001,9.3,6.4,4.600000000000001
16081,"Teton County, ID",3.0,2.6,3.4,3.6,3.1,2.9,2.0,1.7,2.8,6.9,7.600000000000001,6.600000000000001,6.100000000000001,5.600000000000001,3.6,3.2,3.1,2.6,2.3,2.2,5.800000000000001,2.9,2.1
16083,"Twin Falls County, ID",4.2,4.3,4.4,4.5,4.4,3.6,3.3,2.8,4.0,7.0,8.3,7.800000000000001,7.100000000000001,6.4,3.9,3.4,3.3,3.0,2.7,2.8,5.4,3.4,2.6
16085,"Valley County, ID",6.7,7.7,8.5,8.3,6.800000000000001,4.7,4.3,4.100000000000001,8.8,14.4,15.5,13.9,11.5,11.3,6.9,5.7,5.2,4.4,3.8,3.9,8.1,5.100000000000001,3.7
16087,"Washington County, ID",6.800000000000001,6.600000000000001,7.0,7.9,6.7,5.2,4.5,4.2,5.7,9.9,10.2,9.600000000000001,8.700000000000001,8.200000000000001,6.0,5.4,5.300000000000001,4.7,4.100000000000001,4.100000000000001,5.5,4.3,3.3
17000,Illinois,4.4,5.4,6.600000000000001,6.7,6.2,5.7,4.600000000000001,5.100000000000001,6.5,10.2,10.5,9.8,9.0,9.1,7.2,6.0,5.9,4.9,4.4,4.0,9.3,6.100000000000001,4.600000000000001
17001,"Adams County, IL",3.6,4.3,4.5,5.300000000000001,4.4,3.7,3.4,3.9,4.9,7.4,7.800000000000001,6.9,6.600000000000001,6.800000000000001,5.4,5.0,4.800000000000001,3.9,3.8,3.3,6.4,4.0,3.3
17003,"Alexander County, IL",7.4,8.0,9.0,10.6,9.1,8.6,8.1,8.3,9.700000000000001,12.4,11.9,12.9,12.0,12.6,10.8,9.200000000000001,9.3,8.4,8.200000000000001,6.100000000000001,10.3,8.1,6.300000000000001
17005,"Bond County, IL",4.2,4.9,5.5,6.100000000000001,6.0,5.300000000000001,4.9,5.2,6.800000000000001,10.0,10.2,9.4,9.0,8.6,6.600000000000001,5.300000000000001,5.100000000000001,4.4,4.3,3.7,7.0,4.600000000000001,3.8
17007,"Boone County, IL",4.7,6.2,7.4,8.0,7.300000000000001,6.600000000000001,5.600000000000001,6.7,9.5,15.6,13.9,11.8,10.5,10.1,7.9,6.5,6.4,6.7,5.7,5.4,11.4,8.700000000000001,6.4
17009,"Brown County, IL",3.3,3.2,3.5,4.3,4.0,3.7,3.0,2.8,3.9,4.5,7.0,6.2,6.0,6.100000000000001,4.2,3.6,3.4,2.9,2.6,2.4,3.9,2.7,2.2
17011,"Bureau County, IL",4.7,5.0,5.800000000000001,7.100000000000001,6.0,4.9,4.4,4.9,6.2,10.6,10.9,9.9,9.3,9.1,7.4,6.4,6.100000000000001,4.9,4.9,4.5,7.7,5.100000000000001,4.4
17013,"Calhoun County, IL",5.300000000000001,6.0,6.2,7.2,6.7,6.0,6.0,6.7,7.4,10.1,10.1,9.8,10.0,9.8,8.3,6.7,6.100000000000001,5.4,5.100000000000001,4.5,8.1,4.9,4.0
17015,"Carroll County, IL",5.5,6.800000000000001,6.800000000000001,8.0,7.100000000000001,5.5,4.800000000000001,5.100000000000001,6.7,11.0,10.5,9.0,8.200000000000001,7.9,6.4,5.5,5.7,4.600000000000001,4.4,3.9,7.300000000000001,4.4,3.8
17017,"Cass County, IL",4.4,4.5,4.800000000000001,5.7,5.0,4.600000000000001,4.100000000000001,4.3,5.4,7.0,8.4,8.200000000000001,8.5,9.1,7.0,5.7,5.600000000000001,4.5,4.5,4.0,6.800000000000001,5.100000000000001,4.2
17019,"Champaign County, IL",3.3,3.6,4.0,4.5,4.4,4.100000000000001,3.7,4.3,5.7,8.4,8.200000000000001,7.600000000000001,7.100000000000001,7.2,5.800000000000001,5.100000000000001,5.0,4.3,4.3,3.6,6.600000000000001,5.0,3.8
17021,"Christian County, IL",5.100000000000001,5.300000000000001,5.9,6.7,6.100000000000001,5.7,4.7,5.100000000000001,6.7,10.1,10.2,9.600000000000001,9.4,9.700000000000001,7.7,6.600000000000001,6.4,5.300000000000001,5.2,4.600000000000001,8.200000000000001,5.600000000000001,4.600000000000001
17023,"Clark County, IL",4.7,5.7,6.600000000000001,7.100000000000001,6.300000000000001,5.4,4.800000000000001,5.600000000000001,8.0,13.2,11.8,10.4,9.700000000000001,9.3,7.2,6.2,5.800000000000001,5.0,5.300000000000001,4.5,8.3,5.2,4.2
17025,"Clay County, IL",5.800000000000001,6.600000000000001,6.4,7.100000000000001,6.600000000000001,6.0,5.0,5.600000000000001,7.4,12.7,11.4,10.6,9.700000000000001,9.9,8.1,7.100000000000001,6.800000000000001,5.300000000000001,5.2,4.4,9.5,5.7,4.7
17027,"Clinton County, IL",3.6,4.3,4.7,5.7,5.100000000000001,4.600000000000001,4.4,4.800000000000001,6.2,8.5,7.300000000000001,6.7,6.7,6.800000000000001,5.5,4.5,4.5,3.5,3.5,3.0,5.9,3.6,3.0
17029,"Coles County, IL",4.0,4.9,5.5,5.800000000000001,5.300000000000001,4.600000000000001,4.100000000000001,4.4,6.2,9.200000000000001,9.9,9.4,8.8,8.8,6.800000000000001,6.100000000000001,5.9,4.7,4.7,3.9,7.5,5.2,4.2
17031,"Cook County, IL",4.9,6.2,7.7,7.4,6.800000000000001,6.5,4.9,5.4,6.7,10.5,11.0,10.6,9.700000000000001,9.700000000000001,7.600000000000001,6.300000000000001,6.2,5.100000000000001,4.2,3.9,10.6,6.9,5.0
17033,"Crawford County, IL",5.5,6.0,6.300000000000001,7.300000000000001,6.0,5.800000000000001,5.100000000000001,5.5,6.7,10.0,8.6,7.300000000000001,7.7,8.3,6.5,5.9,6.300000000000001,5.2,5.4,4.2,7.100000000000001,5.2,4.100000000000001
17035,"Cumberland County, IL",4.600000000000001,5.9,6.2,6.800000000000001,6.5,5.100000000000001,4.4,5.100000000000001,7.300000000000001,9.9,9.200000000000001,8.6,7.800000000000001,7.800000000000001,6.0,5.300000000000001,5.2,4.0,4.0,3.3,5.800000000000001,4.3,3.4
17037,"DeKalb County, IL",3.4,4.4,5.2,5.7,5.2,5.0,3.7,4.4,5.9,10.1,10.6,9.4,8.5,8.1,6.600000000000001,5.600000000000001,5.300000000000001,4.600000000000001,4.4,3.9,8.3,5.800000000000001,4.2
17039,"De Witt County, IL",5.300000000000001,5.0,6.300000000000001,6.5,5.9,5.300000000000001,4.3,4.9,6.0,8.6,8.8,8.5,8.1,8.3,6.600000000000001,5.600000000000001,5.7,4.7,5.0,4.2,6.800000000000001,5.0,4.0
17041,"Douglas County, IL",3.8,4.3,4.800000000000001,5.300000000000001,4.9,4.600000000000001,4.100000000000001,4.3,6.0,8.8,8.9,8.1,7.2,6.9,5.9,4.9,4.7,4.100000000000001,4.0,3.4,5.7,3.8,3.3
17043,"DuPage County, IL",3.4,4.5,5.7,5.600000000000001,5.100000000000001,4.800000000000001,3.5,4.0,5.100000000000001,8.5,9.0,8.3,7.5,7.4,5.800000000000001,4.800000000000001,4.800000000000001,4.0,3.2,3.1,7.600000000000001,4.5,3.6
17045,"Edgar County, IL",4.3,5.0,5.800000000000001,6.0,5.600000000000001,5.2,4.7,5.2,7.0,10.4,11.3,10.5,9.700000000000001,9.4,7.2,6.300000000000001,6.0,4.9,4.800000000000001,4.100000000000001,6.9,4.2,3.4
17047,"Edwards County, IL",5.0,4.9,4.9,5.0,4.4,4.7,4.2,4.9,6.5,9.200000000000001,8.8,8.1,7.9,8.5,6.800000000000001,6.0,5.800000000000001,4.7,4.600000000000001,4.100000000000001,9.0,5.4,4.4
17049,"Effingham County, IL",4.2,4.800000000000001,5.300000000000001,5.9,6.100000000000001,5.4,4.100000000000001,4.100000000000001,5.600000000000001,8.1,7.9,6.9,6.600000000000001,6.9,5.5,4.800000000000001,4.800000000000001,3.8,3.7,3.1,6.600000000000001,3.9,3.0
17051,"Fayette County, IL",6.0,6.5,6.800000000000001,7.800000000000001,7.600000000000001,6.4,5.600000000000001,6.300000000000001,8.0,11.1,10.1,9.200000000000001,9.0,9.200000000000001,7.600000000000001,6.600000000000001,6.5,5.5,5.2,4.2,7.600000000000001,5.300000000000001,4.3
